E2200000730 SUR	A59920097	0.05	UNI	0.05	UNI	03P	Fahs
E2200000730 SUR	A60100253	0.1	UNI	0.1	UNI	03P	Fahs
E2200000730 SUR	A60100001	1.525E-2	M  	1.525E-2	M  	03P	Fahs
E2200000739 NO	A60100002	0.26400000000000001	M  	0.26400000000000001	M  	03P	Fahs
E2200000739 RO	A59920097	1	UNI	1	UNI	03P	Fahs
E2200000739 SUR	A59920097	0.05	UNI	0.05	UNI	03P	Fahs
E2200000739 SUR	A60100253	0.1	UNI	0.1	UNI	03P	Fahs
E2200000739 SUR	A60100001	0.1525	M  	0.1525	M  	03P	Fahs
E2604321047	A60100460	1	UNI	1	UNI	03P	Fahs
E2604321049	A60100045	1	UNI	1	UNI	03P	Fahs
E26140090BLANC	A04400030	0.85	M  	0.85	M  	03P	Fahs
E26140090BLANC	A60101102	1	UNI	1	UNI	03P	Fahs
E26140090BLEU	A04400029	0.85	M  	0.85	M  	03P	Fahs
E26140090BLEU	A60101102	1	UNI	1	UNI	03P	Fahs
E26140090NOIR	A04400039	0.999	M  	0.999	M  	03P	Fahs
E26140090NOIR	A60101106	1	UNI	1	UNI	03P	Fahs
E26140090NOIR	A60101219	1	UNI	1	UNI	03P	Fahs
E26140090ORANGE	A60101101	1	UNI	1	UNI	03P	Fahs
E26140090ORANGE	A60101112	1	UNI	1	UNI	03P	Fahs
E26140090ROUGE	A60101103	1	UNI	1	UNI	03P	Fahs
E26140090ROUGE	A60101219	1	UNI	1	UNI	03P	Fahs
E26140091BLANC	A60101100	1	UNI	1	UNI	03P	Fahs
E26140091BLANC	A60101112	1	UNI	1	UNI	03P	Fahs
E26140091BLEU	A60101100	1	UNI	1	UNI	03P	Fahs
E26140091BLEU	A60101112	1	UNI	1	UNI	03P	Fahs
E26140091NOIR	A60101103	1	UNI	1	UNI	03P	Fahs
E26140091NOIR	A60101107	1	UNI	1	UNI	03P	Fahs
E26140091ORANGE	A04400031	0.92849999999999999	M  	0.92849999999999999	M  	03P	Fahs
E26140091ORANGE	A60101102	1	UNI	1	UNI	03P	Fahs
E26140091ROUGE	A04400040	1.018	M  	1.018	M  	03P	Fahs
E26140091ROUGE	A60101110	1	UNI	1	UNI	03P	Fahs
E28207676B+	A04400039	1.234	M  	1.234	M  	03P	Fahs
E28207676B+	A60101120	1	UNI	1	UNI	03P	Fahs
E28207676BLANC	A04400030	1.0049999999999999	M  	1.0049999999999999	M  	03P	Fahs
E28207676BLANC	A60101102	1	UNI	1	UNI	03P	Fahs
E28207676BLEU	A04400029	1.0049999999999999	M  	1.0049999999999999	M  	03P	Fahs
E28207676BLEU	A60101102	1	UNI	1	UNI	03P	Fahs
E28207676GND	A04400039	1.0109999999999999	M  	1.0109999999999999	M  	03P	Fahs
E28207676GND	A60101106	1	UNI	1	UNI	03P	Fahs
E28207676GND	A60101219	1	UNI	1	UNI	03P	Fahs
E28207676NOIR	A60101103	1	UNI	1	UNI	03P	Fahs
E28207676NOIR	A60101107	1	UNI	1	UNI	03P	Fahs
E28207676ORANGE	A04400031	0.97099999999999997	M  	0.97099999999999997	M  	03P	Fahs
E28207676ORANGE	A60101102	1	UNI	1	UNI	03P	Fahs
E28207676ROUGE	A04400040	1.234	M  	1.234	M  	03P	Fahs
E28207676ROUGE	A60101120	1	UNI	1	UNI	03P	Fahs
E28207677B+	A04400039	1.343	M  	1.343	M  	03P	Fahs
E28207677B+	A60101120	1	UNI	1	UNI	03P	Fahs
E28207677BLANC	A04400030	1.121	M  	1.121	M  	03P	Fahs
E28207677BLANC	A60101102	1	UNI	1	UNI	03P	Fahs
E28207677BLEU	A04400029	1.121	M  	1.121	M  	03P	Fahs
E28207677BLEU	A60101102	1	UNI	1	UNI	03P	Fahs
E28207677GND	A04400039	1.1200000000000001	M  	1.1200000000000001	M  	03P	Fahs
E28207677GND	A60101106	1	UNI	1	UNI	03P	Fahs
E28207677GND	A60101219	1	UNI	1	UNI	03P	Fahs
E28207677NOIR	A60101103	1	UNI	1	UNI	03P	Fahs
E28207677NOIR	A60101107	1	UNI	1	UNI	03P	Fahs
E28207677ORANGE	A04400031	1.083	M  	1.083	M  	03P	Fahs
E28207677ORANGE	A60101102	1	UNI	1	UNI	03P	Fahs
E28207677ROUGE	A04400040	1.343	M  	1.343	M  	03P	Fahs
E28207677ROUGE	A60101120	1	UNI	1	UNI	03P	Fahs
E28312372B+	A04400039	0.84199999999999997	M  	0.84199999999999997	M  	03P	Fahs
E28312372B+	A60101219	1	UNI	1	UNI	03P	Fahs
E28312372B+	A60101261	1	UNI	1	UNI	03P	Fahs
E28312372BLANC	A60101100	1	UNI	1	UNI	03P	Fahs
E28312372BLANC	A60101262	1	UNI	1	UNI	03P	Fahs
E28312372BLEU	A60101100	1	UNI	1	UNI	03P	Fahs
E28312372BLEU	A60101262	1	UNI	1	UNI	03P	Fahs
E28312372GND	A60101103	1	UNI	1	UNI	03P	Fahs
E28312372GND	A60101107	1	UNI	1	UNI	03P	Fahs
E28312372NOIR	A04400039	1.1060000000000001	M  	1.1060000000000001	M  	03P	Fahs
E28312372NOIR	A60101106	1	UNI	1	UNI	03P	Fahs
E28312372NOIR	A60101219	1	UNI	1	UNI	03P	Fahs
E28312372ORANGE	A60101101	1	UNI	1	UNI	03P	Fahs
E28312372ORANGE	A60101262	1	UNI	1	UNI	03P	Fahs
E28312372ROUGE	A60101103	1	UNI	1	UNI	03P	Fahs
E28312372ROUGE	A60101259	1	UNI	1	UNI	03P	Fahs
E28312373B+	A04400039	1.1779999999999999	M  	1.1779999999999999	M  	03P	Fahs
E28312373B+	A60101120	1	UNI	1	UNI	03P	Fahs
E28312373BLANC	A04400030	1.04	M  	1.04	M  	03P	Fahs
E28312373BLANC	A60101102	1	UNI	1	UNI	03P	Fahs
E28312373BLEU	A04400029	1.04	M  	1.04	M  	03P	Fahs
E28312373BLEU	A60101102	1	UNI	1	UNI	03P	Fahs
E28312373GND	A04400039	1.0449999999999999	M  	1.0449999999999999	M  	03P	Fahs
E28312373GND	A60101106	1	UNI	1	UNI	03P	Fahs
E28312373GND	A60101219	1	UNI	1	UNI	03P	Fahs
E28312373NOIR	A60101103	1	UNI	1	UNI	03P	Fahs
E28312373NOIR	A60101107	1	UNI	1	UNI	03P	Fahs
E28312373ORANGE	A04400031	1.0049999999999999	M  	1.0049999999999999	M  	03P	Fahs
